date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,tavg,wdir,wspd,pres
09-06,0,0,242,10,0,5,0,0,4,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,14,20.09767441860465,143.24242424242425,6.867567567567567,1017.4846153846154
09-07,0,0,278,10,0,2,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,7,21.40888888888889,154.08823529411765,9.215,1017.2024390243903
09-08,0,0,305,10,0,4,0,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,20.984444444444442,175.1,8.62972972972973,1018.575
09-09,0,0,238,11,0,3,0,0,9,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,8,20.9,148.75757575757575,8.869230769230768,1017.1948717948718
09-10,0,0,258,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,6,20.593333333333334,198.2941176470588,7.0875,1016.6897435897437
09-11,0,0,319,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,20.927272727272726,190.85714285714286,7.360526315789474,1016.7189189189189
09-12,0,0,367,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,20.488888888888887,213.5,6.947368421052632,1017.9575000000001
09-13,0,0,160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,20.07111111111111,198.97058823529412,6.782926829268293,1019.1146341463414
09-14,0,0,153,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,5,20.822222222222223,198.75757575757575,6.757894736842106,1018.6076923076922
09-15,0,0,134,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,12,21.077272727272728,180.2258064516129,7.368421052631579,1018.2450000000001
09-16,0,0,128,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,21.513953488372092,166.5,7.5948717948717945,1016.428205128205
09-17,0,0,129,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,20.695454545454545,189.5,8.1725,1013.3924999999999
09-18,0,0,71,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,17.88139534883721,250.8125,9.734210526315788,1016.8615384615384
09-19,0,0,65,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,16.837777777777777,177.33333333333334,7.873170731707317,1017.1390243902438
09-20,0,0,51,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15.458139534883722,235.125,8.774358974358973,1017.4333333333334
09-21,0,0,26,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14.525581395348837,206.9142857142857,7.973684210526316,1020.4078947368421
09-22,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.004545454545456,234.02857142857144,9.0325,1019.8375
09-23,0,0,22,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,15.725,199.63636363636363,7.739473684210527,1019.0102564102565
09-24,0,0,24,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,15.345454545454546,199.59375,8.160526315789474,1017.2717948717948
09-25,0,0,25,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,15.979545454545455,183.0,8.097435897435897,1017.7358974358974
09-26,0,0,27,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,15.936363636363637,163.45454545454547,8.192499999999999,1015.376923076923
09-27,0,0,47,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,15.771111111111113,163.72727272727272,7.155263157894736,1016.6974358974359
09-28,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,16.18,149.66666666666666,8.543589743589743,1016.6333333333332
09-29,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,15.731818181818182,177.02941176470588,9.84736842105263,1016.8
09-30,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.911111111111111,167.4857142857143,9.502500000000001,1017.5390243902439
10-01,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,15.92,141.75,9.24,1016.0775
10-02,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.797619047619047,188.52941176470588,10.413157894736841,1016.3025641025641
10-03,0,0,22,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15.55227272727273,224.40540540540542,13.02,1017.365
10-04,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,218.3235294117647,10.412820512820513,1019.5333333333334
10-05,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.40227272727273,143.85294117647058,10.43157894736842,1019.5189189189189
10-06,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93409090909091,165.13888888888889,12.98,1019.2700000000001
10-07,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.413636363636364,129.74285714285713,10.9,1017.835
10-08,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.667441860465118,163.25,9.027027027027026,1019.7564102564103
10-09,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.654545454545454,207.21212121212122,6.635897435897436,1022.0923076923076
10-10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.421428571428573,103.5625,6.918918918918919,1021.521052631579
10-11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12.893181818181818,131.42424242424244,7.274358974358974,1020.174358974359
10-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13.111363636363636,201.0,7.887179487179488,1019.1131578947369
10-13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12.413953488372092,211.4848484848485,7.021052631578947,1019.1605263157894
10-14,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.590909090909092,160.75,7.662162162162162,1020.8052631578947
10-15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13.68409090909091,120.0,10.75263157894737,1019.4769230769231
10-16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13.969767441860466,198.3548387096774,8.016666666666667,1019.7263157894737
10-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13.05909090909091,169.42857142857142,7.494736842105263,1022.8394736842106
10-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.031818181818181,212.94117647058823,8.610526315789473,1022.8868421052631
10-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12.268181818181818,201.9090909090909,6.313157894736842,1021.8210526315788
10-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,12.227272727272727,155.3030303030303,9.086111111111112,1022.3897435897435
10-21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.061904761904762,167.02702702702703,11.123684210526315,1021.1052631578947
10-22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.556818181818182,156.88571428571427,6.958974358974358,1020.3552631578947
10-23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.953488372093023,207.45454545454547,7.47948717948718,1020.7538461538462
10-24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.590909090909092,193.47222222222223,9.7825,1019.8575000000001
10-25,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.172093023255814,190.36111111111111,9.841025641025642,1021.0666666666666
10-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.418181818181818,127.82857142857142,8.223076923076922,1020.9179487179487
10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.668888888888889,162.10526315789474,8.414285714285715,1020.8428571428572
10-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.786666666666665,176.57142857142858,8.268292682926829,1021.5631578947368
10-29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.088888888888889,168.52777777777777,9.23,1019.3631578947369
10-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.635555555555555,208.0857142857143,10.7875,1021.474358974359
10-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97111111111111,177.0,8.265,1023.4736842105264
02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.795555555555556,209.58333333333334,10.5325,1012.525641025641
02-02,0,0,0,0,0,0,0,0,0,10,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.857777777777779,187.75,11.78,1013.6575
02-03,0,0,0,0,0,0,0,0,0,30,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8.338636363636363,219.57575757575756,11.986486486486486,1013.4410256410256
02-04,0,0,0,0,0,0,0,0,0,82,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,226.52941176470588,11.052631578947368,1015.6108108108108
02-05,0,0,0,0,0,0,0,0,0,64,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.931818181818182,247.48387096774192,11.327027027027027,1017.5305555555556
02-06,0,0,0,0,0,0,0,0,0,102,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.597619047619047,206.1,11.508333333333333,1020.2060606060606
02-07,0,0,0,0,0,0,0,0,0,120,75,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.155813953488372,194.22857142857143,16.13421052631579,1015.7571428571429
02-08,0,2,0,0,1,0,0,0,0,81,55,0,10,0,0,0,0,0,0,4,0,0,0,0,12,0,4.46,201.11428571428573,13.425641025641026,1017.9925
02-09,0,1,0,0,5,0,0,0,0,40,41,0,12,0,0,0,0,0,0,10,0,0,0,0,30,0,5.028888888888889,173.11428571428573,9.094871794871795,1020.8027777777778
02-10,0,1,0,0,2,0,0,0,0,30,102,0,21,0,0,0,0,0,0,11,0,0,0,0,41,0,5.568181818181818,144.22222222222223,12.11578947368421,1015.4459459459459
02-11,0,0,0,0,3,0,0,0,0,12,60,0,16,0,0,0,0,0,0,2,0,0,0,0,28,0,4.452272727272727,215.90322580645162,12.00810810810811,1014.064864864865
02-12,0,1,0,0,1,0,0,0,0,9,21,0,8,0,0,0,0,0,0,3,0,0,0,0,20,0,2.2888888888888888,249.58823529411765,12.28,1023.5147058823529
02-13,0,1,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1.7355555555555555,191.14705882352942,12.07948717948718,1024.4486486486487
02-14,0,1,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2.972727272727273,220.40625,10.51842105263158,1022.9324324324324
02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.322727272727272,248.125,9.928947368421053,1025.9194444444445
02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.042222222222223,185.61290322580646,6.947368421052632,1027.4722222222222
02-17,0,0,0,0,4,0,0,0,0,6,14,0,1,0,0,0,0,0,0,3,0,0,0,0,10,0,5.664444444444444,168.2258064516129,9.239473684210527,1021.8513513513514
02-18,0,0,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,5.952272727272727,239.23529411764707,10.218421052631578,1021.3888888888889
02-19,0,0,0,0,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,5.454761904761905,167.41379310344828,9.602857142857143,1020.9454545454545
02-20,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,4.690697674418605,210.96428571428572,9.563636363636364,1022.3382352941177
02-21,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5.490909090909091,185.5483870967742,9.860526315789473,1020.6657142857143
02-22,0,0,0,0,3,0,0,0,0,4,18,0,3,0,0,0,0,0,0,3,0,0,0,0,20,0,6.16,230.06060606060606,11.1525,1020.546153846154
02-23,0,0,0,0,2,0,0,0,0,10,64,0,6,0,0,0,0,0,0,12,0,0,0,0,38,0,5.7555555555555555,189.06060606060606,10.299999999999999,1023.2717948717948
02-24,0,0,0,0,1,0,0,0,0,6,108,0,4,0,0,0,0,0,0,10,0,0,0,0,20,0,4.7155555555555555,220.3030303030303,9.807692307692308,1024.386842105263
02-25,0,0,0,0,2,0,0,0,0,2,38,0,3,0,0,0,0,0,0,12,0,0,0,0,24,0,4.433333333333334,202.77142857142857,9.927499999999998,1022.8794871794872
02-26,0,0,0,0,1,0,0,0,0,1,88,0,5,0,0,0,0,0,0,13,0,0,0,0,12,0,5.004545454545454,168.3030303030303,9.719444444444443,1018.9027027027028
02-27,0,0,0,0,4,0,0,0,0,5,106,0,7,0,0,0,0,0,0,11,0,0,0,0,20,0,4.308888888888889,203.54545454545453,10.792105263157895,1018.5459459459458
02-28,0,0,0,0,6,0,0,0,0,10,42,0,10,0,0,0,0,0,0,15,0,0,0,0,30,0,4.431111111111111,212.0857142857143,12.526315789473685,1020.6388888888889
03-01,0,10,0,0,2,0,0,0,0,0,10,0,12,0,0,0,0,0,0,28,0,0,0,0,18,0,5.348888888888888,222.80555555555554,10.8375,1019.2605263157895
03-02,0,12,0,0,0,0,0,0,0,1,18,0,16,0,0,0,0,0,0,20,0,0,0,0,22,0,6.0227272727272725,245.8181818181818,10.917948717948718,1017.1264705882354
03-03,0,8,0,0,0,0,0,0,0,2,36,0,23,0,0,0,0,0,0,18,0,0,4,0,10,0,7.131818181818182,211.96969696969697,9.386842105263158,1014.9882352941177
03-04,2,20,0,0,0,0,0,0,0,3,148,0,102,0,0,0,0,0,0,66,0,0,14,0,28,0,6.854545454545455,229.5,11.194871794871796,1012.5294117647059
03-05,0,40,0,0,2,0,0,0,0,6,82,0,78,0,0,0,0,0,0,48,0,0,10,0,44,0,7.319999999999999,184.86111111111111,11.102500000000001,1013.1128205128206
03-06,0,12,0,0,1,0,0,0,0,1,30,0,22,0,0,0,0,0,0,21,0,0,0,0,18,0,6.746666666666667,156.56756756756758,13.867500000000001,1012.6674999999999
03-07,0,6,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,8,0,0,0,0,8,0,7.5,196.36111111111111,10.655,1012.8799999999999
03-08,1,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,32,0,0,0,0,6,0,6.757777777777778,266.15625,9.09736842105263,1016.1131578947369
03-09,2,0,0,0,1,0,0,0,0,0,18,0,3,0,0,0,0,0,0,20,0,0,0,0,8,0,6.346666666666668,206.5,7.864102564102564,1018.5378378378379
03-10,1,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,18,0,0,0,0,2,0,6.988888888888889,209.875,9.771052631578948,1017.2722222222224
03-11,3,0,0,0,3,0,0,0,0,0,32,0,2,0,0,0,0,0,0,30,0,0,0,0,4,0,6.765909090909091,226.65625,10.597297297297297,1019.2054054054054
03-12,2,0,0,0,1,0,0,0,0,0,17,0,3,0,0,0,0,0,0,15,0,0,1,0,2,0,7.766666666666667,187.23333333333332,11.125,1018.4649999999999
03-13,3,0,0,0,2,0,0,0,0,0,8,0,2,0,0,0,0,0,0,12,0,0,1,0,1,0,7.479545454545455,180.05882352941177,8.48974358974359,1017.5447368421052
03-14,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,20,0,0,0,0,6,0,7.779545454545455,189.45714285714286,9.3475,1018.3102564102563
03-15,1,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,6.804444444444444,177.1818181818182,9.484615384615385,1017.6081081081081
03-16,0,5,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,10,0,0,0,0,12,0,8.336363636363636,195.86486486486487,14.1725,1017.1342105263158
03-17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8.751111111111111,192.7058823529412,12.06578947368421,1017.5378378378379
03-18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7.464444444444444,197.53125,10.286842105263156,1018.9868421052631
03-19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5.968181818181819,197.90625,8.98918918918919,1021.5742857142857
03-20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,6.406666666666667,158.15151515151516,8.225641025641027,1023.0589743589744
03-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,7.215909090909091,226.63333333333333,8.186486486486485,1020.3472222222222
03-22,2,0,0,0,2,0,0,0,0,0,16,0,1,0,0,0,0,0,0,12,0,0,0,0,5,0,6.442222222222222,246.6451612903226,11.508333333333333,1021.8657142857144
03-23,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,1,0,6.4837209302325585,231.13793103448276,10.863636363636363,1021.1909090909091
03-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,6.968888888888889,200.16666666666666,10.333333333333334,1016.7777777777778
03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,6.885,249.92307692307693,10.628125,1021.8586206896553
03-26,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,7.330232558139534,186.6,9.719999999999999,1021.3235294117648
03-27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,2,0,8.17837837837838,160.69565217391303,9.382142857142856,1021.232
03-28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,8.9275,183.8,6.819354838709677,1019.1833333333333
03-29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.946341463414635,189.40740740740742,8.23030303030303,1021.05
03-30,5,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,12.055555555555555,202.5,9.76153846153846,1018.3314285714285
03-31,8,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,12.860975609756096,165.33333333333334,12.878787878787879,1014.684375
04-01,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,8,0,0,2,0,2,0,12.18,169.33333333333334,11.010526315789475,1010.8971428571429
04-02,6,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,11.345454545454546,213.59375,11.831578947368422,1013.4055555555556
04-03,10,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,18,0,0,35,0,1,0,10.747727272727273,203.42424242424244,12.168421052631578,1015.037142857143
04-04,8,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,22,0,0,30,0,4,0,11.424999999999999,197.8235294117647,11.302564102564103,1016.6028571428571
04-05,10,0,0,0,10,0,1,0,0,0,6,0,0,0,0,0,0,0,0,6,2,0,2,0,2,0,12.744444444444444,174.77142857142857,10.9525,1014.5552631578947
04-06,13,0,0,0,32,0,0,0,0,0,10,0,0,0,0,0,0,0,0,28,8,0,4,0,8,0,12.03111111111111,170.05714285714285,12.823076923076924,1014.2051282051282
04-07,8,0,0,0,16,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,2,0,2,0,1,0,10.995454545454546,195.46875,10.924324324324324,1013.7594594594594
04-08,2,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12.304651162790698,157.6764705882353,10.086486486486486,1016.1222222222223
04-09,8,0,0,0,25,0,1,0,0,0,2,0,0,0,0,0,0,0,0,18,2,0,2,0,1,0,13.188888888888888,211.45454545454547,10.428205128205128,1015.1052631578947
04-10,3,0,0,0,102,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,7,0,0,0,4,0,12.815555555555557,217.6764705882353,10.497435897435897,1014.6026315789474
04-11,2,0,0,0,122,0,1,0,0,0,28,0,0,0,0,0,0,0,0,15,6,0,2,0,1,0,12.65227272727273,208.625,9.860526315789473,1016.7894736842105
04-12,6,0,0,0,180,0,2,0,0,0,37,0,0,6,0,0,0,0,0,4,2,0,3,0,0,0,13.4,139.90322580645162,9.15,1016.9461538461538
04-13,1,0,0,0,100,0,1,0,0,0,20,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,13.644444444444444,202.78787878787878,9.384615384615385,1015.3307692307693
04-14,2,0,0,0,18,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.608888888888888,211.25806451612902,9.594736842105263,1016.5421052631579
04-15,8,0,0,0,12,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12.086363636363636,216.17142857142858,10.392307692307693,1018.7666666666667
04-16,3,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,2,0,0,0,12.168888888888889,214.08823529411765,11.082051282051282,1018.6131578947369
04-17,2,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.313333333333334,174.88235294117646,9.245000000000001,1017.5775
04-18,1,0,0,0,8,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,12.422222222222222,172.1818181818182,8.407894736842104,1018.0555555555555
04-19,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,0,0,0,12.195555555555554,231.24242424242425,9.0,1017.5358974358975
04-20,0,0,0,0,54,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,8,0,24,0,0,0,10.767441860465116,215.54545454545453,10.035135135135135,1018.3542857142858
04-21,3,0,0,0,28,0,3,0,0,0,0,0,2,2,0,0,0,3,0,0,7,0,8,0,0,0,11.042222222222222,174.53125,8.692307692307692,1019.8153846153847
04-22,2,0,0,0,32,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,6,0,10,0,0,0,13.760000000000002,153.0909090909091,10.0925,1016.115
04-23,8,0,0,0,48,0,2,0,0,0,0,0,8,6,0,0,0,4,0,0,24,0,24,0,0,0,13.575555555555555,175.38235294117646,11.33,1015.9378378378377
04-24,10,0,0,0,42,0,8,0,0,0,0,0,10,8,0,0,0,1,0,0,8,0,21,0,0,0,13.970454545454546,195.21875,9.771052631578948,1014.7763157894736
04-25,8,0,0,0,24,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,10,0,0,0,15.257777777777779,197.0857142857143,9.902564102564103,1013.2102564102563
04-26,10,0,0,0,20,0,0,0,0,0,1,6,1,60,2,0,0,12,0,0,26,0,24,0,0,0,15.702222222222222,202.68571428571428,9.6,1013.7184210526317
04-27,6,0,0,0,22,0,0,0,0,0,0,12,1,72,2,0,0,10,0,0,34,0,36,0,0,0,15.122222222222222,217.45454545454547,9.14102564102564,1014.1947368421053
04-28,12,0,0,0,24,0,0,0,0,0,2,20,2,108,4,0,0,4,0,0,48,0,34,0,0,0,15.011363636363637,193.44117647058823,11.42051282051282,1014.6305555555555
04-29,18,0,0,0,10,0,0,0,0,0,1,40,0,180,2,0,0,2,0,0,36,0,12,0,0,0,15.118181818181819,201.74285714285713,11.339473684210526,1014.4820512820513
04-30,30,0,0,0,26,0,0,0,0,0,0,26,0,240,2,0,0,8,0,0,58,0,40,0,0,0,15.342222222222222,144.875,9.810526315789474,1013.6486486486486
05-01,18,0,0,0,18,0,0,0,0,0,0,22,0,126,4,0,0,2,0,0,30,0,24,0,0,0,16.49318181818182,150.6060606060606,10.582051282051282,1012.5179487179487
05-02,16,0,0,0,20,0,0,0,0,0,0,10,0,104,2,0,0,4,0,0,20,0,18,0,0,0,17.286046511627905,144.69444444444446,11.42051282051282,1011.1567567567569
05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.686046511627907,197.78125,11.18611111111111,1013.4088235294118
05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.415555555555557,166.28125,8.484210526315788,1013.8948717948718
05-05,3,0,0,0,10,0,2,0,0,0,0,10,0,18,10,15,0,2,2,0,12,0,15,0,0,2,16.326666666666668,169.62857142857143,8.65,1012.6358974358975
05-06,6,0,0,0,12,0,1,0,0,0,0,18,0,15,5,18,0,1,3,0,16,0,20,0,0,1,14.393333333333334,233.6875,10.928947368421053,1014.8108108108108
05-07,10,0,0,0,14,0,1,0,0,0,0,10,0,16,12,20,0,3,5,0,14,0,14,0,0,1,14.922222222222222,219.3125,11.061538461538461,1015.0055555555555
05-08,4,0,0,0,10,0,0,0,0,0,0,8,0,18,10,12,0,6,10,0,10,0,9,0,0,1,14.486666666666666,221.6060606060606,8.2575,1016.8125
05-09,8,0,0,0,14,0,0,0,0,0,0,18,0,20,18,24,0,10,12,0,12,0,10,0,0,2,15.44888888888889,161.8125,8.381578947368421,1015.571794871795
05-10,1,0,0,0,4,0,0,0,0,0,0,4,0,6,40,82,0,0,10,0,50,0,10,0,0,8,16.635555555555555,169.8684210526316,10.287804878048782,1014.4487179487179
05-11,3,0,0,0,20,0,0,0,0,0,0,8,0,10,80,72,0,0,32,0,79,0,2,0,0,7,18.764444444444443,165.63888888888889,9.3625,1013.6609756097561
05-12,2,0,0,0,12,0,0,0,0,0,0,1,0,2,20,49,0,0,18,0,62,0,2,0,0,4,18.65111111111111,150.16666666666666,11.197560975609756,1011.729268292683
05-13,1,0,0,0,10,0,0,0,0,0,0,0,0,3,10,26,0,0,10,0,10,0,0,0,0,5,18.09777777777778,174.97142857142856,9.522499999999999,1011.7073170731708
05-14,2,0,0,0,7,0,0,0,0,0,0,0,0,0,20,13,0,0,18,0,15,0,0,0,0,6,17.20888888888889,211.45454545454547,10.339473684210526,1012.0674999999999
